50006370	1
50002777	1
50014773	1
50012478	2
50012480	2
50012479	2
50010895	3
210211	4
50017786	4
50018167	5
50018160	5
50018162	5
50018172	5
50018164	5
50018165	5
50644004	6
50013469	6
50014822	6
50013988	7
50014823	7
50007050	7
50006947	8
50013958	8
50013959	8
50013960	8
50025842	8
50006490	10
50013403	10
50013534	11
50013535	11
50022326	11
50003458	11
50018182	12
50003817	13
50004421	14
50004423	14
50004424	14
50019774	14
50018985	14
50018986	14
50018987	14
50025922	15
50025923	15
50023202	15
50021852	16
50018978	17
50018982	17
50019000	17
50019001	17
50006364	18
50023268	18
50020969	18
50005058	18
50009227	18
50025810	18
50020845	19
50006303	19
50013335	19
50003460	19
50025795	20
50019235	20
50019236	20
50025821	20
50018973	21
50466020	21
50454028	21
50006551	22
50018974	22
216502	23
216505	23
50020854	24
50012005	24
216506	24
50026082	24
216501	24
50005037	25
50004416	25
50018703	26
50018964	26
50014009	27
50012927	28
50025791	28
50025798	28
50021932	29
50011532	29
50006459	29
50001284	29
50011664	29
50018594	29
50021927	30
50021926	30
50006467	30
50006468	30
50018426	30
50021853	30
50021925	31
50006470	31
50026328	31
50014500	32
50021878	33
50021885	33
50006462	33
50013325	34
50016325	35
50023266	35
50025918	35
50003497	35
50011480	36
50006450	36
50025801	36
50000583	36
50000582	36
50008284	36
50001732	37
50011543	37
50006387	37
50001391	37
50020632	38
50020633	38
50020634	38
50020635	38
50015458	38
50006395	38
50006397	38
50011441	38
50015442	38
50020717	38
50015495	39
50011550	39
50006381	39
50015482	40
50015483	40
50001400	40
50015489	40
50015490	40
50015488	40
50022470	40
50015946	40
50011439	40
50011442	40
50011547	40
50011549	40
50006323	40
50015446	40
50001392	40
50015454	40
50015472	40
50022997	40
50015514	40
50015515	40
50020716	40
261712	41
50018932	41
350402	41
261705	42
50008554	42
50018923	43
350407	43
350507	44
50002251	44
50003695	45
50011694	46
50006758	46
50008443	47
50020104	47
50021420	47
50015536	48
50009210	48
50014775	48
350121	49
50018922	50
50008557	50
50011871	50
50010465	50
50022409	51
50002801	52
50000566	52
50018178	52
50006413	53
50003449	53
50003760	55
50011691	55
50464020	55
50008600	56
50022519	56
50002808	57
50002807	57
50011676	57
50004204	58
50012509	59
50004436	59
50023730	59
50026552	59
50010696	60
50021890	61
50002085	61
50006446	62
50002260	62
50003448	63
50024783	63
50006677	64
50009819	64
50020900	65
50002798	65
50006782	66
50006753	66
50006943	67
50006423	68
50012922	68
50003763	69
50024779	70
50006438	71
50002799	71
50024780	71
50008523	72
50008527	72
50022389	72
50024781	72
350505	72
50005269	73
50006889	74
50006894	74
50011697	74
50006896	74
50006897	74
50006887	74
50011698	74
50018779	74
50014758	74
50015297	74
50522001	74
50006119	75
50009226	75
50007071	75
50006770	76
50002816	77
50019772	77
213203	78
50016145	79
50013976	79
50024985	80
50000563	81
50010041	81
50012332	81
50017612	81
50016081	81
50006687	82
50006684	82
50009205	82
50000570	82
50009366	82
50023231	82
213202	83
50023326	84
50023328	84
50016142	85
50012923	85
50011983	86
213205	86
50021951	87
50012004	87
50019771	87
50024980	87
50011998	88
50022677	88
50011982	89
50022681	89
50011981	90
50022679	90
50452018	90
50011994	91
50022682	91
50011896	92
50010810	93
50019154	95
50014493	95
50012019	98
50018687	99
50018691	99
261205	99
50016703	99
50018693	99
50015390	99
50018725	99
50018726	99
50018728	99
50019487	99
50500007	99
50013908	100
50008682	101
50019593	101
50019594	101
50019595	101
50019597	101
50012717	102
50012718	102
50012719	102
50012720	102
50019240	103
50012750	103
50021540	104
50013668	104
50074004	105
50023694	105
50024657	106
50005914	107
50005122	108
50005748	109
50006839	110
50018157	110
50012677	111
50001879	112
50009213	112
50025956	112
50454010	112
50444007	112
50021244	113
50021248	113
50021257	113
50021263	113
50005118	113
50016354	114
50007125	114
50010020	114
211702	115
211703	116
50023685	116
50011755	117
50005823	118
50004641	119
50004644	119
50498008	119
50004875	120
50154002	120
50005578	121
50005575	121
50004834	121
333202	121
333201	121
333204	121
50004736	122
50500003	122
50014783	123
50004727	123
50004734	123
50004735	123
50004733	123
50003129	123
50518008	123
50004878	123
50004836	123
50010511	124
50008056	125
50008616	126
50013067	127
50010535	127
50008055	128
50009859	129
50009856	130
50050396	131
50017138	132
50005774	133
50016845	134
50002255	136
50002256	137
50008612	138
50008916	139
50013338	140
50008626	140
50012475	141
50006899	142
50017870	142
50012526	143
50016887	143
50025796	143
50011738	144
50003338	144
50003454	144
50026617	145
50003462	146
50016357	146
50023062	146
280903	146
50020231	146
50014010	147
50006047	148
50013801	148
50006552	148
211708	149
50022385	150
50003447	150
50025920	150
50017887	151
251101	151
50462002	151
50012392	152
50006990	153
50014015	153
50418005	154
50516008	154
50020963	155
50002817	155
50025914	155
50006315	156
350707	157
50018976	158
50018977	158
50012982	159
50012983	159
50012986	159
50012987	159
50012989	159
50012992	159
50012995	159
50012997	159
50012998	159
50013000	159
50001412	160
50023272	160
50024051	160
50004744	161
50003114	162
50023706	163
50024944	163
1205	163
50018994	164
50016890	164
50018997	164
50002254	165
50010850	166
50000671	167
162104	168
1623	169
50011277	170
50008900	170
50008904	170
50008899	171
162103	172
50008897	173
1624	173
50008901	174
50013196	175
50011704	176
50000697	176
50011404	177
50009043	177
50009042	177
50003811	177
50003812	177
50003814	177
1622	178
50007068	179
50012774	179
50000436	180
50019127	180
50011123	181
3035	182
50025885	182
50025884	182
50011127	182
50000557	183
50010402	184
50022889	184
50011167	185
50014798	185
50010160	186
50011129	186
50011130	186
50011153	187
50010159	188
50011717	188
50010158	189
50011165	189
50011161	189
50014799	189
50011739	189
50011159	190
50025883	190
50010167	191
50023106	192
162205	192
50050199	193
50012027	194
50012825	195
50012028	196
50012032	197
50012042	198
50012033	199
50012047	200
50012906	201
50012907	202
50011744	203
50012044	203
50019140	204
50011743	204
50019274	205
50011745	205
50012048	205
50012908	206
50011746	207
50012049	207
50008881	208
50008883	208
50014796	210
50008882	210
50012771	211
50017783	212
50017863	212
50023379	212
302910	212
50015369	212
50007003	213
50015372	213
50009032	214
50018244	214
50010410	215
50015370	215
302902	216
50001248	216
50008608	217
50009035	217
50009037	218
302909	219
50011729	220
50023103	220
50016673	221
50006846	221
50015374	221
50008886	222
50012766	222
50012772	222
50010394	223
50008884	224
50012775	224
50012776	224
50012781	224
50006988	225
50012773	225
50008885	226
50012777	226
50012778	226
50008888	227
50008889	228
50012323	229
50012036	230
50013228	231
50015371	232
50023107	233
50023561	234
50023108	234
50016737	235
50016738	235
50016736	236
50023377	236
50016744	237
50016739	238
50016747	239
50016749	240
50016757	240
50016759	240
50013961	241
50019502	241
50023136	241
50018163	241
50016664	242
50016665	243
50016670	243
50017862	244
50017861	245
50017864	246
50017860	247
50019507	248
50017777	249
50017779	249
50017780	249
50017784	249
50017787	249
50017788	249
50017789	249
50017791	249
50016690	250
50016691	250
50016693	250
50016694	250
50016701	250
50012322	251
50012038	252
50012031	253
50017872	254
50017885	254
50017886	254
50017888	254
50017891	254
50017892	254
50017893	254
50017900	254
50005899	254
50005898	254
251102	254
50005897	254
50005902	254
50005900	254
50005920	254
50006799	254
50014785	255
50014786	255
50015978	255
50013933	255
50014677	256
50013932	256
50019520	256
50014791	256
50019526	256
50014787	257
50014788	257
50015980	257
50014137	258
50014139	258
50014140	258
50014762	259
50014771	260
50014772	260
50014774	260
50013899	260
50014840	261
50014836	262
50014837	263
50014893	264
50012493	265
50013896	265
50013898	266
50018599	267
50024116	268
50020183	268
50018605	269
150708	269
50024119	269
50024120	269
50018607	270
150706	270
150705	270
50012587	270
50050367	270
50018604	271
50018608	271
50018610	271
50012584	271
50050366	271
50024118	271
50050368	271
50001810	272
50018614	272
50005267	272
50228001	272
121703	272
121616	272
50018609	273
50003781	273
50018606	274
50018612	275
50005266	275
50023280	275
120802	275
50005050	276
110502	277
50008759	277
110210	278
50012320	279
50012307	279
110211	280
110511	281
110207	282
50013151	282
110212	283
110508	284
50006267	285
110514	285
50008335	285
50018929	286
211710	286
110501	287
111219	288
50011894	289
50011892	289
50010368	290
2908	291
50000467	291
290901	292
50003678	292
290902	292
50012709	293
50017938	294
50017939	294
50017941	294
50017942	294
50017946	294
50018613	295
50018623	295
50025835	295
150701	296
50018621	297
110520	298
50011980	299
50011986	301
50011978	302
50011995	303
50002794	304
50020778	304
50009211	305
140912	306
50011095	307
50003311	307
50003789	307
50008681	307
50010607	308
50025867	308
50005718	309
50012018	310
50012010	311
50003318	312
50013865	313
50014238	314
50014239	314
50014240	314
50024815	314
50013878	315
50013875	316
50013869	317
50013870	317
50013868	318
50013876	319
50021888	320
50013881	320
50013871	321
50011977	322
50011979	323
50011999	324
50012000	324
50012001	324
50012006	324
50012002	325
50011993	326
50011996	327
50011997	327
50011987	328
50011988	329
50011990	330
50024133	331
251612	332
50136008	332
50024129	333
50024135	334
50024151	334
50024150	334
50024136	334
50024166	334
50024130	335
50023652	336
251707	337
50011975	338
50026195	339
201808	339
203509	339
50008406	339
50006939	339
50018842	339
50005869	339
50005872	339
50016018	340
50016019	340
50016016	341
50024058	341
203301	341
203302	341
203304	341
50023618	342
50023619	342
50023620	342
50023622	342
50008836	342
50023642	342
50023624	342
50013863	343
50015992	344
50006804	345
50006865	346
50006898	347
50008735	348
50022387	348
50002797	349
50009820	349
50022542	349
50002800	350
50006759	351
50006848	352
50022381	352
50006785	352
50006784	352
50006895	353
50012921	354
50006859	355
50006858	355
50024807	355
50022407	355
50012490	356
50006765	356
50002812	357
50002811	358
50006763	359
50006761	359
50006944	359
50006752	359
50004401	359
50006754	360
50006774	361
50004433	361
50006847	361
50022395	361
50008558	362
50008282	362
50006946	363
50022393	364
50009535	365
50009536	365
50003767	365
50012504	365
50006857	366
50011617	366
50012950	367
50002804	368
50004390	369
50002803	370
50002805	371
50005480	372
50004431	373
50004432	374
50006945	375
50006777	376
50006778	377
50006900	378
50002263	379
50002265	380
50002259	381
50002264	381
50002261	381
50006772	381
50000346	381
50024789	381
50024791	381
50026079	381
50012510	382
50012508	382
50003757	383
50012501	384
50012499	384
50012495	384
50012494	384
50000014	384
50011692	385
50003761	386
50000347	387
50006867	388
50000567	389
50014237	389
50024610	389
50011864	390
50012378	391
50012379	391
50012380	391
50012381	391
50010398	391
50012532	391
50012377	391
50023581	391
50023582	391
50023583	391
50023584	391
50005961	392
50016686	393
50016688	393
50010399	393
50023646	393
50016884	393
50026449	394
50015893	395
50026450	395
50006010	396
50014810	396
50016731	396
50026452	396
150704	397
50023573	398
50003477	399
50003484	399
140909	399
50023761	399
50003479	400
50050587	400
50009183	400
50012363	401
50003483	402
50010392	403
50026456	404
50026461	404
50026462	404
50026463	404
50026464	404
50026465	404
50026466	404
50026467	404
50026468	404
50026469	404
50026448	405
50026451	406
50006228	407
50011829	407
50006012	408
50011818	409
50011597	409
50026476	410
50006014	411
50006005	412
50015561	413
50015896	414
50006254	415
50050610	415
50006260	415
140916	415
50050597	415
211104	416
50018184	417
50016103	418
50016104	418
50016105	418
50018595	418
50018809	419
50018811	419
50018812	419
50018836	419
50018837	419
50018840	419
50005772	419
50016097	419
50016098	419
50064001	419
50018807	420
50018596	421
50018597	422
50006825	423
50018806	424
50018802	425
50018804	426
50018803	427
50018598	428
50006251	429
50006250	429
50006252	429
50003324	429
50001817	429
50012582	430
50012583	431
50009522	432
50012841	432
50228003	433
50012789	434
50012780	434
50012755	435
50008708	436
50009526	437
50024112	438
50006015	439
50008704	440
50008703	441
50005964	442
50017082	443
50018420	443
50006427	444
50009529	444
50006888	445
50018624	445
50009531	446
50234004	447
